 0, 0, 0, 596, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 744, 0, 0, 0, 0, 0, 0, 903, 0, 495, 0, 757, 0, 0, 0, 0, 0, 964, 0, class-2
 0, 0, 0, 0, 795, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 898, 0, 0, 0, 0, 983, 0, 0, class-2
 0, 0, 0, 746, 0, 0, 0, 0, 0, 0, 0, 983, 0, 0, 0, 0, 0, 991, 0, 983, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 983, 0, class-1
 0, 0, 0, 0, 0, 0, 983, 825, 999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, class-2
 792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 587, 0, 0, 0, 0, 0, 0, 0, class-2
 949, 0, 0, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 995, 0, 0, 0, 0, 0, 0, 983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 910, 0, class-1
 0, 0, 991, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 897, 0, 0, 0, 0, 0, 0, 987, 0, 987, 0, 0, 0, 0, 0, 0, 987, 874, 0, class-1
 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 867, 0, 0, 0, 0, 805, 0, 0, 0, 639, 0, 0, 0, 0, 987, 0, 0, class-1
 498, 0, 0, 976, 0, 0, 687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 740, 0, 0, 0, 0, 0, 0, 976, 0, 972, 0, 0, 0, 987, 0, 0, 0, 798, 0, class-1
 0, 0, 960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 737, 0, 0, 0, 0, 0, 0, 964, 0, 968, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-1
 0, 0, 0, 0, 0, 0, 0, 836, 705, 0, 0, 671, 0, 0, 0, 755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 520, 0, 0, 0, 0, 0, 937, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 831, 0, 0, 991, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 761, 0, 0, 0, 0, 0, 0, 983, class-1
 0, 0, 0, 0, 0, 0, 0, 750, 0, 0, 0, 0, 0, 0, 0, 0, 928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 501, 0, 640, 0, 0, 797, 0, 0, class-2
 0, 0, 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 995, 0, 0, 0, 0, 0, 0, 0, 0, 980, 0, 404, 0, 0, 0, 0, 0, 498, 0, class-1
 0, 0, 0, 0, 0, 0, 964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 823, 0, 784, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 944, 0, 0, 444, 0, 0, class-2
 793, 0, 0, 0, 0, 0, 0, 0, 509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 739, 0, 0, 0, 0, 898, 0, 0, class-2
 706, 0, 0, 0, 626, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 983, 0, 0, 0, 0, 0, 0, 0, 0, 898, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 679, 0, 601, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 613, 991, 0, 0, 0, 0, 0, 0, 0, 807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 980, 0, 0, 0, 863, 0, 0, 0, 572, 0, 0, 0, 0, 0, 987, 0, 0, 0, 0, 0, 0, 980, 0, 0, 0, 0, 0, 817, 0, 0, 0, 983, 0, class-1
 0, 0, 0, 0, 0, 0, 0, 983, 995, 0, 0, 0, 0, 0, 0, 906, 0, 0, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 670, 0, 0, 0, 827, 0, 0, class-2
 668, 0, 0, 0, 0, 0, 867, 777, 964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 545, 0, 0, 0, 983, 0, 0, class-2
 894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 538, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 819, 0, 0, 0, 0, 0, 937, 0, 0, class-2
 0, 0, 396, 628, 0, 0, 945, 0, 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 628, 0, 972, 0, 0, 0, 987, 0, 0, 0, 628, 0, class-1
 434, 0, 0, 0, 0, 0, 952, 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 613, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 496, 0, 0, 0, 0, class-1
 0, 0, 933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 592, 0, 0, 0, 0, 0, 0, 485, 0, 0, 0, 748, 513, 0, 0, 0, 0, 0, 0, class-2
 910, 0, 413, 0, 0, 0, 999, 0, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 925, 0, 0, 0, 0, 627, 0, 960, 0, 0, 987, 592, 0, 0, 0, 0, 0, class-2
 543, 0, 0, 0, 0, 0, 0, 0, 995, 0, 0, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 987, 0, 0, 0, 0, 786, 0, 0, 0, 0, 0, class-2
 0, 0, 878, 767, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 0, 0, 913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 733, 799, 0, class-1
 0, 0, 0, 0, 0, 0, 0, 0, 999, 0, 0, 0, 0, 0, 0, 501, 0, 0, 0, 748, 0, 0, 0, 501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-2
 873, 0, 0, 0, 0, 0, 0, 917, 881, 0, 0, 0, 0, 0, 0, 0, 0, 740, 0, 536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 940, 0, 0, 0, 0, 0, 0, 645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, class-1
 746, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 983, 0, 0, 0, 0, 0, class-2
 0, 0, 862, 859, 0, 0, 976, 0, 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 859, 0, 738, 0, 0, 0, 0, 0, 0, 0, 859, 0, class-1
 0, 0, 0, 983, 0, 0, 592, 0, 740, 0, 0, 983, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 983, 0, 941, 0, 0, 0, 875, 0, 0, 0, 983, 0, class-1
 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 661, 0, 0, class-2
 0, 0, 0, 991, 0, 0, 0, 852, 0, 0, 0, 280, 972, 0, 0, 0, 0, 995, 0, 0, 0, 0, 0, 0, 991, 0, 0, 0, 0, 0, 550, 0, 0, 0, 976, 0, class-1
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 890, 0, 0, class-2
 983, 0, 0, 0, 694, 0, 0, 0, 991, 0, 0, 0, 0, 0, 0, 0, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 983, 0, 0, 0, 0, 0, 0, 0, class-2
 0, 0, 0, 999, 0, 0, 0, 0, 999, 0, 0, 602, 0, 0, 0, 0, 0, 999, 0, 0, 0, 0, 0, 0, 666, 0, 517, 0, 866, 0, 0, 0, 0, 0, 999, 0, class-1
