 3.060000, 2.800000, class-1
 2.760000, 2.650000, class-1
 3.240000, 2.800000, class-1
 3.490000, 3.850000, class-1
 2.690000, 2.800000, class-1
 3.390000, 3.270000, class-1
 2.520000, 2.500000, class-1
 2.510000, 2.600000, class-1
 2.980000, 2.800000, class-1
 3.150000, 2.980000, class-1
 3.320000, 2.950000, class-1
 2.430000, 2.200000, class-1
 2.760000, 2.600000, class-1
 3.690000, 3.100000, class-1
 3.640000, 3.300000, class-1
 2.910000, 2.850000, class-1
 3.140000, 2.800000, class-1
 3.400000, 2.950000, class-1
 3.930000, 3.300000, class-1
 3.030000, 2.700000, class-1
 3.170000, 3.000000, class-1
 2.410000, 2.410000, class-1
 2.880000, 2.610000, class-1
 2.370000, 2.480000, class-1
 2.610000, 2.530000, class-1
 2.680000, 2.630000, class-1
 2.940000, 2.850000, class-1
 2.190000, 2.400000, class-1
 2.970000, 2.950000, class-1
 2.330000, 2.650000, class-1
 3.250000, 3.000000, class-1
 3.190000, 2.860000, class-1
 2.690000, 2.420000, class-1
 2.740000, 2.950000, class-1
 2.530000, 2.350000, class-1
 2.980000, 2.700000, class-1
 2.680000, 2.600000, class-1
 2.430000, 2.450000, class-1
 2.640000, 2.400000, class-1
 3.040000, 3.000000, class-1
 3.290000, 3.150000, class-1
 2.680000, 2.450000, class-1
 3.560000, 3.250000, class-1
 2.630000, 2.640000, class-1
 3.000000, 3.000000, class-1
 2.650000, 2.850000, class-1
 3.170000, 3.250000, class-1
 3.390000, 3.100000, class-1
 2.920000, 2.750000, class-1
 3.540000, 2.880000, class-1
 3.270000, 2.720000, class-1
 2.990000, 2.450000, class-1
 3.740000, 3.880000, class-1
 2.790000, 3.000000, class-1
 2.900000, 2.600000, class-1
 2.780000, 2.960000, class-1
 3.000000, 3.200000, class-1
 3.230000, 3.000000, class-1
 3.670000, 3.400000, class-1
 0.570000, 1.980000, class-2
 1.090000, 2.050000, class-2
 1.410000, 2.020000, class-2
 1.790000, 2.100000, class-2
 3.100000, 3.500000, class-2
 1.750000, 1.890000, class-2
 2.650000, 2.420000, class-2
 3.180000, 2.980000, class-2
 2.000000, 2.110000, class-2
 1.300000, 2.530000, class-2
 1.280000, 1.850000, class-2
 1.020000, 1.100000, class-2
 2.860000, 2.950000, class-2
 1.840000, 1.880000, class-2
 2.890000, 3.300000, class-2
 2.140000, 3.380000, class-2
 1.570000, 1.610000, class-2
 2.030000, 1.950000, class-2
 1.320000, 1.720000, class-2
 1.850000, 1.900000, class-2
 2.550000, 2.830000, class-2
 2.260000, 2.420000, class-2
 2.530000, 2.200000, class-2
 1.580000, 2.000000, class-2
 1.590000, 1.650000, class-2
 2.210000, 2.200000, class-2
 1.940000, 2.200000, class-2
 1.690000, 1.780000, class-2
 1.610000, 1.920000, class-2
 1.690000, 1.950000, class-2
 1.590000, 2.200000, class-2
 1.500000, 1.600000, class-2
 1.250000, 1.450000, class-2
 1.460000, 1.380000, class-2
 2.250000, 2.450000, class-2
 2.260000, 3.020000, class-2
 2.270000, 2.500000, class-2
 0.990000, 1.600000, class-2
 2.500000, 2.550000, class-2
 3.750000, 3.520000, class-2
 2.990000, 2.850000, class-2
 2.170000, 2.230000, class-2
 1.360000, 1.450000, class-2
 2.110000, 2.560000, class-2
 1.640000, 2.500000, class-2
 1.920000, 2.200000, class-2
 1.840000, 1.680000, class-2
 2.030000, 1.650000, class-2
 1.760000, 1.380000, class-2
 2.040000, 2.360000, class-2
 2.920000, 2.740000, class-2
 2.580000, 3.180000, class-2
 2.270000, 2.550000, class-2
 2.030000, 1.750000, class-2
 2.010000, 2.480000, class-2
 2.290000, 2.560000, class-2
 2.170000, 2.460000, class-2
 1.600000, 1.980000, class-2
 2.090000, 2.000000, class-2
 1.250000, 1.630000, class-2
 1.640000, 2.000000, class-2
 2.790000, 2.900000, class-2
 5.080000, 3.180000, class-2
 2.130000, 2.200000, class-2
 2.650000, 2.620000, class-2
 3.030000, 2.860000, class-2
 2.650000, 2.600000, class-2
 3.150000, 2.740000, class-2
 2.240000, 2.130000, class-2
 2.450000, 2.220000, class-2
 1.750000, 2.100000, class-2
 1.250000, 1.510000, class-3
 1.220000, 1.300000, class-3
 1.090000, 1.150000, class-3
 1.200000, 1.700000, class-3
 0.580000, 2.000000, class-3
 0.660000, 1.620000, class-3
 0.470000, 1.380000, class-3
 0.600000, 1.790000, class-3
 0.480000, 1.620000, class-3
 0.600000, 2.320000, class-3
 0.500000, 1.540000, class-3
 0.500000, 1.400000, class-3
 0.520000, 1.550000, class-3
 0.800000, 2.000000, class-3
 0.780000, 1.380000, class-3
 0.550000, 1.500000, class-3
 0.340000, 0.980000, class-3
 0.650000, 1.700000, class-3
 0.760000, 1.930000, class-3
 1.390000, 1.410000, class-3
 1.570000, 1.400000, class-3
 1.360000, 1.480000, class-3
 1.280000, 2.200000, class-3
 0.830000, 1.800000, class-3
 0.580000, 1.480000, class-3
 0.630000, 1.740000, class-3
 0.830000, 1.800000, class-3
 0.580000, 1.900000, class-3
 1.310000, 2.800000, class-3
 1.100000, 2.600000, class-3
 0.920000, 2.300000, class-3
 0.560000, 1.830000, class-3
 0.600000, 1.650000, class-3
 0.700000, 1.390000, class-3
 0.680000, 1.350000, class-3
 0.470000, 1.280000, class-3
 0.920000, 1.700000, class-3
 0.660000, 1.480000, class-3
 0.840000, 1.550000, class-3
 0.960000, 1.980000, class-3
